Time,delta_D,p_BFA,p_BRA,throttle,gear,mu_N
00:00.570,0,0,0,0,1,1
00:00.580,0,0,0,0,1,1
00:00.590,0,0,0,0,1,1
00:00.600,0,0,0,0,1,1
00:00.610,0,0,0,0,1,1
00:00.620,0,0,0,0,1,1
00:00.630,0,0,0,0,1,1
00:00.640,0,0,0,0,1,1
00:00.650,0,0,0,0,1,1
00:00.660,0,0,0,0,1,1
00:00.670,0,0,0,0,1,1
00:00.680,0,0,0,0,1,1
00:00.690,0,0,0,0,1,1
00:00.700,0,0,0,0,1,1
00:00.710,0,0,0,0,1,1
00:00.720,0,0,0,0,1,1
00:00.730,0,0,0,0,1,1
00:00.740,0,0,0,0,1,1
00:00.750,0,0,0,0,1,1
00:00.760,0,0,0,0,1,1
00:00.770,0,0,0,0,1,1
00:00.780,0,0,0,0,1,1
00:00.790,0,0,0,0,1,1
00:00.800,0,0,0,0,1,1
00:00.810,0,0,0,0,1,1
00:00.820,0,0,0,0,1,1
00:00.830,0,0,0,0,1,1
00:00.840,0,0,0,0,1,1
00:00.850,0,0,0,0,1,1
00:00.860,0,0,0,0,1,1
00:00.870,0,0,0,0,1,1
00:00.880,0,0,0,0,1,1
00:00.890,0,0,0,0,1,1
00:00.900,0,0,0,0.00241152039334505,1,1
00:00.910,0,0,0,0.00651365476700098,1,1
00:00.920,1.402965694762e-05,0,0,0.0130688468311892,1,1
00:00.930,5.19245642884171e-05,0,0,0.0229093556326856,1,1
00:00.940,0.000158947682866524,0,0,0.0381184653873145,1,1
00:00.950,0.000299976823724352,0,0,0.0565029561747864,1,1
00:00.960,0.000475253591450776,0,0,0.0780510565849925,1,1
00:00.970,0.000796226553146533,0,0,0.104800332842891,1,1
00:00.980,0.00125030919383604,0,0,0.134178665470931,1,1
00:00.990,0.00186001281560084,0,0,0.164489566483226,1,1
00:01.000,0.00264063264840077,0,0,0.193867899111266,1,1
00:01.010,0.0035975941551709,0,0,0.220617175369164,1,1
00:01.020,0.00472547187297616,0,0,0.243497043825214,1,1
00:01.030,0.00600897057185672,0,0,0.261881534612686,1,1
00:01.040,0.00742557894973102,0,0,0.275758876321471,1,1
00:01.050,0.00894914395945331,0,0,0.285599385122968,1,1
00:01.060,0.0105534440705898,0,0,0.292154577187156,1,1
00:01.070,0.0122149939412788,0,0,0.296256711560812,1,1
00:01.080,0.0139146803735081,0,0,0.298668231954157,1,1
00:01.090,0.0156382320561305,0,0,0.3,1,1
00:01.100,0.0173758133957006,0,0,0.3,1,1
00:01.110,0.0191211426476949,0,0,0.3,1,1
00:01.120,0.0208664718996893,0,0,0.3,1,1
00:01.130,0.022766759400169,0,0,0.3,1,1
00:01.140,0.0245120886521633,0,0,0.3,1,1
00:01.150,0.0262574179041577,0,0,0.3,1,1
00:01.160,0.0278477889076666,0,0,0.3,1,1
00:01.170,0.0295931181596609,0,0,0.3,1,1
00:01.180,0.0313384474116552,0,0,0.3,1,1
00:01.190,0.0330837766636496,0,0,0.3,1,1
00:01.200,0.0348291059156439,0,0,0.3,1,1
00:01.210,0.0365744351676382,0,0,0.3,1,1
00:01.220,0.0383197644196325,0,0,0.3,1,1
00:01.230,0.0400650936716269,0,0,0.3,1,1
00:01.240,0.0418104229236212,0,0,0.3,1,1
00:01.250,0.0435557521756156,0,0,0.3,1,1
00:01.260,0.0453010814276099,0,0,0.3,1,1
00:01.270,0.0470464106796042,0,0,0.3,1,1
00:01.280,0.0487917399315985,0,0,0.3,1,1
00:01.290,0.0505370691835929,0,0,0.3,1,1
00:01.300,0.0522823984355872,0,0,0.3,1,1
00:01.310,0.0540277276875815,0,0,0.3,1,1
00:01.320,0.0557730569395759,0,0,0.3,1,1
00:01.330,0.0575183861915702,0,0,0.3,1,1
00:01.340,0.0592637154435645,0,0,0.3,1,1
00:01.350,0.0610090446955588,0,0,0.3,1,1
00:01.360,0.0627543739475532,0,0,0.3,1,1
00:01.370,0.0644997031995475,0,0,0.3,1,1
00:01.380,0.0663999907000273,0,0,0.3,1,1
00:01.390,0.0681453199520216,0,0,0.3,1,1
00:01.400,0.0698906492040159,0,0,0.3,1,1
00:01.410,0.0714810202075248,0,0,0.3,1,1
00:01.420,0.0732263494595192,0,0,0.3,1,1
00:01.430,0.0749716787115135,0,0,0.3,1,1
00:01.440,0.0767170079635078,0,0,0.3,1,1
00:01.450,0.0784623372155021,0,0,0.3,1,1
00:01.460,0.0802076664674965,0,0,0.3,1,1
00:01.470,0.0819529957194908,0,0,0.3,1,1
00:01.480,0.0836983249714851,0,0,0.3,1,1
00:01.490,0.0854436542234795,0,0,0.3,1,1
00:01.500,0.0871889834754738,0,0,0.3,1,1
00:01.510,0.0889343127274681,0,0,0.3,1,1
00:01.520,0.0906796419794624,0,0,0.3,1,1
00:01.530,0.0924249712314568,0,0,0.3,1,1
00:01.540,0.0941703004834511,0,0,0.3,1,1
00:01.550,0.0959156297354454,0,0,0.3,1,1
00:01.560,0.0976609589874398,0,0,0.3,1,1
00:01.570,0.0994062882394341,0,0,0.3,1,1
00:01.580,0.101151617491428,0,0,0.3,1,1
00:01.590,0.102896946743423,0,0,0.3,1,1
00:01.600,0.104642275995417,0,0,0.3,1,1
00:01.610,0.106387605247411,0,0,0.3,1,1
00:01.620,0.108132934499406,0,0,0.3,1,1
00:01.630,0.110033221999885,0,0,0.3,1,1
00:01.640,0.11177855125188,0,0,0.3,1,1
00:01.650,0.113523880503874,0,0,0.3,1,1
00:01.660,0.115269209755868,0,0,0.3,1,1
00:01.670,0.116859580759377,0,0,0.3,1,1
00:01.680,0.118604910011372,0,0,0.3,1,1
00:01.690,0.120350239263366,0,0,0.3,1,1
00:01.700,0.12209556851536,0,0,0.3,1,1
00:01.710,0.123840897767355,0,0,0.3,1,1
00:01.720,0.125586227019349,0,0,0.3,1,1
00:01.730,0.127331556271343,0,0,0.3,1,1
00:01.740,0.129076885523338,0,0,0.3,1,1
00:01.750,0.130822214775332,0,0,0.3,1,1
00:01.760,0.132567544027326,0,0,0.3,1,1
00:01.770,0.134312873279321,0,0,0.3,1,1
00:01.780,0.136058202531315,0,0,0.3,1,1
00:01.790,0.137803531783309,0,0,0.3,1,1
00:01.800,0.139548861035304,0,0,0.3,1,1
00:01.810,0.141294190287298,0,0,0.3,1,1
00:01.820,0.143039519539292,0,0,0.3,1,1
00:01.830,0.144784848791287,0,0,0.3,1,1
00:01.840,0.146530178043281,0,0,0.3,1,1
00:01.850,0.148275507295275,0,0,0.3,1,1
00:01.860,0.15002083654727,0,0,0.3,1,1
00:01.870,0.151766165799264,0,0,0.3,1,1
00:01.880,0.153666453299744,0,0,0.3,1,1
00:01.890,0.155411782551738,0,0,0.3,1,1
00:01.900,0.157157111803732,0,0,0.3,1,1
00:01.910,0.158824961931484,0,0,0.3,1,1
00:01.920,0.160492812059236,0,0,0.3,1,1
00:01.930,0.16223814131123,0,0,0.3,1,1
00:01.940,0.163983470563224,0,0,0.3,1,1
00:01.950,0.165728799815219,0,0,0.3,1,1
00:01.960,0.167474129067213,0,0,0.3,1,1
00:01.970,0.169219458319207,0,0,0.3,1,1
00:01.980,0.170964787571202,0,0,0.3,1,1
00:01.990,0.172710116823196,0,0,0.3,1,1
00:02.000,0.17445544607519,0,0,0.3,1,1
00:02.010,0.176278254451427,0,0,0.3,1,1
00:02.020,0.177946104579179,0,0,0.3,1,1
00:02.030,0.179846392079659,0,0,0.3,1,1
00:02.040,0.181436763083168,0,0,0.3,1,1
00:02.050,0.183182092335162,0,0,0.3,1,1
00:02.060,0.184927421587156,0,0,0.3,1,1
00:02.070,0.186672750839151,0,0,0.3,1,1
00:02.080,0.188418080091145,0,0,0.3,1,1
00:02.090,0.190163409343139,0,0,0.3,1,1
00:02.100,0.191908738595134,0,0,0.3,1,1
00:02.110,0.193654067847128,0,0,0.3,1,1
00:02.120,0.195399397099122,0,0,0.3,1,1
00:02.130,0.197144726351117,0,0,0.3,1,1
00:02.140,0.198890055603111,0,0,0.3,1,1
00:02.150,0.200635384855105,0,0,0.3,1,1
00:02.160,0.2023807141071,0,0,0.3,1,1
00:02.170,0.204126043359094,0,0,0.3,1,1
00:02.180,0.205871372611088,0,0,0.3,1,1
00:02.190,0.207616701863082,0,0,0.3,1,1
00:02.200,0.209362031115077,0,0,0.3,1,1
00:02.210,0.211107360367071,0,0,0.3,1,1
00:02.220,0.212852689619066,0,0,0.3,1,1
00:02.230,0.21459801887106,0,0,0.3,1,1
00:02.240,0.216343348123054,0,0,0.3,1,1
00:02.250,0.218088677375049,0,0,0.3,1,1
00:02.260,0.219988964875528,0,0,0.3,1,1
00:02.270,0.221579335879037,0,0,0.3,1,1
00:02.280,0.223479623379517,0,0,0.3,1,1
00:02.290,0.225069994383026,0,0,0.3,1,1
00:02.300,0.226970281883506,0,0,0.3,1,1
00:02.310,0.228560652887014,0,0,0.3,1,1
00:02.320,0.230305982139009,0,0,0.3,1,1
00:02.330,0.232051311391003,0,0,0.3,1,1
00:02.340,0.233796640642997,0,0,0.3,1,1
00:02.350,0.235541969894992,0,0,0.3,1,1
00:02.360,0.237287299146986,0,0,0.3,1,1
00:02.370,0.23903262839898,0,0,0.3,1,1
00:02.380,0.240777957650975,0,0,0.3,1,1
00:02.390,0.242523286902969,0,0,0.3,1,1
00:02.400,0.244268616154964,0,0,0.3,1,1
00:02.410,0.246013945406958,0,0,0.3,1,1
00:02.420,0.247759274658952,0,0,0.3,1,1
00:02.430,0.249504603910946,0,0,0.3,1,1
00:02.440,0.251249933162941,0,0,0.3,1,1
00:02.450,0.252995262414935,0,0,0.3,1,1
00:02.460,0.254740591666929,0,0,0.3,1,1
00:02.470,0.256485920918924,0,0,0.3,1,1
00:02.480,0.258231250170918,0,0,0.3,1,1
00:02.490,0.259976579422912,0,0,0.3,1,1
00:02.500,0.261721908674907,0,0,0.3,1,1
00:02.510,0.263622196175387,0,0,0.3,1,1
00:02.520,0.265212567178895,0,0,0.3,1,1
00:02.530,0.267112854679375,0,0,0.3,1,1
00:02.540,0.268703225682884,0,0,0.3,1,1
00:02.550,0.270603513183364,0,0,0.3,1,1
00:02.560,0.272193884186873,0,0,0.3,1,1
00:02.570,0.273939213438867,0,0,0.3,1,1
00:02.580,0.275684542690861,0,0,0.3,1,1
00:02.590,0.277429871942856,0,0,0.3,1,1
00:02.600,0.27917520119485,0,0,0.3,1,1
00:02.610,0.280920530446844,0,0,0.3,1,1
00:02.620,0.282665859698839,0,0,0.3,1,1
00:02.630,0.284411188950833,0,0,0.3,1,1
00:02.640,0.286156518202827,0,0,0.3,1,1
00:02.650,0.287901847454822,0,0,0.3,1,1
00:02.660,0.289647176706816,0,0,0.3,1,1
00:02.670,0.29139250595881,0,0,0.3,1,1
00:02.680,0.293137835210805,0,0,0.3,1,1
00:02.690,0.294883164462799,0,0,0.3,1,1
00:02.700,0.296628493714793,0,0,0.3,1,1
00:02.710,0.298373822966788,0,0,0.3,1,1
00:02.720,0.300119152218782,0,0,0.3,1,1
00:02.730,0.301864481470776,0,0,0.3,1,1
00:02.740,0.303609810722771,0,0,0.3,1,1
00:02.750,0.305355139974765,0,0,0.3,1,1
00:02.760,0.307255427475245,0,0,0.3,1,1
00:02.770,0.308845798478754,0,0,0.3,1,1
00:02.780,0.310746085979233,0,0,0.3,1,1
00:02.790,0.312336456982742,0,0,0.3,1,1
00:02.800,0.314236744483222,0,0,0.3,1,1
00:02.810,0.315827115486731,0,0,0.3,1,1
00:02.820,0.317572444738725,0,0,0.3,1,1
00:02.830,0.31931777399072,0,0,0.3,1,1
00:02.840,0.321063103242714,0,0,0.3,1,1
00:02.850,0.322808432494708,0,0,0.3,1,1
00:02.860,0.324553761746703,0,0,0.3,1,1
00:02.870,0.326299090998697,0,0,0.3,1,1
00:02.880,0.328044420250691,0,0,0.3,1,1
00:02.890,0.329789749502686,0,0,0.3,1,1
00:02.900,0.33153507875468,0,0,0.3,1,1
00:02.910,0.333280408006674,0,0,0.3,1,1
00:02.920,0.335025737258669,0,0,0.3,1,1
00:02.930,0.336771066510663,0,0,0.3,1,1
00:02.940,0.338516395762657,0,0,0.3,1,1
00:02.950,0.340261725014652,0,0,0.3,1,1
00:02.960,0.342007054266646,0,0,0.3,1,1
00:02.970,0.34375238351864,0,0,0.3,1,1
00:02.980,0.345497712770635,0,0,0.3,1,1
00:02.990,0.347243042022629,0,0,0.3,1,1
00:03.000,0.348988371274623,0,0,0.3,1,1
00:03.010,0.350888658775103,0,0,0.3,1,1
00:03.020,0.352479029778612,0,0,0.3,1,1
00:03.030,0.354379317279092,0,0,0.3,1,1
00:03.040,0.355969688282601,0,0,0.3,1,1
00:03.050,0.35786997578308,0,0,0.3,1,1
00:03.060,0.359460346786589,0,0,0.3,1,1
00:03.070,0.361360634287069,0,0,0.3,1,1
00:03.080,0.362951005290578,0,0,0.3,1,1
00:03.090,0.364696334542572,0,0,0.3,1,1
00:03.100,0.366441663794566,0,0,0.3,1,1
00:03.110,0.368186993046561,0,0,0.3,1,1
00:03.120,0.369932322298555,0,0,0.3,1,1
00:03.130,0.37167765155055,0,0,0.3,1,1
00:03.140,0.373422980802544,0,0,0.3,1,1
00:03.150,0.375168310054538,0,0,0.3,1,1
00:03.160,0.376913639306532,0,0,0.3,1,1
00:03.170,0.378658968558527,0,0,0.3,1,1
00:03.180,0.380404297810521,0,0,0.3,1,1
00:03.190,0.382149627062515,0,0,0.3,1,1
00:03.200,0.38389495631451,0,0,0.3,1,1
00:03.210,0.385640285566504,0,0,0.3,1,1
00:03.220,0.387385614818498,0,0,0.3,1,1
00:03.230,0.389130944070493,0,0,0.3,1,1
00:03.240,0.390876273322487,0,0,0.3,1,1
00:03.250,0.392621602574482,0,0,0.3,1,1
00:03.260,0.394521890074961,0,0,0.3,1,1
00:03.270,0.39611226107847,0,0,0.3,1,1
00:03.280,0.39801254857895,0,0,0.3,1,1
00:03.290,0.399602919582459,0,0,0.3,1,1
00:03.300,0.401503207082939,0,0,0.3,1,1
00:03.310,0.403093578086447,0,0,0.3,1,1
00:03.320,0.404993865586927,0,0,0.3,1,1
00:03.330,0.406584236590436,0,0,0.3,1,1
00:03.340,0.40832956584243,0,0,0.3,1,1
00:03.350,0.410074895094425,0,0,0.3,1,1
00:03.360,0.411820224346419,0,0,0.3,1,1
00:03.370,0.413565553598413,0,0,0.3,1,1
00:03.380,0.415310882850408,0,0,0.3,1,1
00:03.390,0.417056212102402,0,0,0.3,1,1
00:03.400,0.418801541354396,0,0,0.3,1,1
00:03.410,0.420546870606391,0,0,0.3,1,1
00:03.420,0.422292199858385,0,0,0.3,1,1
00:03.430,0.42403752911038,0,0,0.3,1,1
00:03.440,0.425782858362374,0,0,0.3,1,1
00:03.450,0.427528187614368,0,0,0.3,1,1
00:03.460,0.429273516866362,0,0,0.3,1,1
00:03.470,0.431018846118357,0,0,0.3,1,1
00:03.480,0.432764175370351,0,0,0.3,1,1
00:03.490,0.434509504622345,0,0,0.3,1,1
00:03.500,0.43625483387434,0,0,0.3,1,1
00:03.510,0.438155121374819,0,0,0.3,1,1
00:03.520,0.439745492378328,0,0,0.3,1,1
00:03.530,0.441645779878808,0,0,0.3,1,1
00:03.540,0.443236150882317,0,0,0.3,1,1
00:03.550,0.445136438382797,0,0,0.3,1,1
00:03.560,0.446726809386306,0,0,0.3,1,1
00:03.570,0.448627096886785,0,0,0.3,1,1
00:03.580,0.450217467890294,0,0,0.3,1,1
00:03.590,0.451962797142289,0,0,0.3,1,1
00:03.600,0.453708126394283,0,0,0.3,1,1
00:03.610,0.455453455646277,0,0,0.3,1,1
00:03.620,0.457198784898272,0,0,0.3,1,1
00:03.630,0.458944114150266,0,0,0.3,1,1
00:03.640,0.46068944340226,0,0,0.3,1,1
00:03.650,0.462434772654255,0,0,0.3,1,1
00:03.660,0.464180101906249,0,0,0.3,1,1
00:03.670,0.465925431158243,0,0,0.3,1,1
00:03.680,0.467670760410238,0,0,0.3,1,1
00:03.690,0.469416089662232,0,0,0.3,1,1
00:03.700,0.471161418914226,0,0,0.3,1,1
00:03.710,0.472906748166221,0,0,0.3,1,1
00:03.720,0.474652077418215,0,0,0.3,1,1
00:03.730,0.476397406670209,0,0,0.3,1,1
00:03.740,0.478142735922204,0,0,0.3,1,1
00:03.750,0.479888065174198,0,0,0.3,1,1
00:03.760,0.481788352674678,0,0,0.3,1,1
00:03.770,0.483378723678187,0,0,0.3,1,1
00:03.780,0.485279011178666,0,0,0.3,1,1
00:03.790,0.486869382182175,0,0,0.3,1,1
00:03.800,0.488769669682655,0,0,0.3,1,1
00:03.810,0.490360040686164,0,0,0.3,1,1
00:03.820,0.492260328186644,0,0,0.3,1,1
00:03.830,0.493850699190153,0,0,0.3,1,1
00:03.840,0.495596028442147,0,0,0.3,1,1
00:03.850,0.497341357694141,0,0,0.3,1,1
00:03.860,0.499086686946136,0,0,0.3,1,1
00:03.870,0.50083201619813,0,0,0.3,1,1
00:03.880,0.502577345450124,0,0,0.3,1,1
00:03.890,0.504322674702119,0,0,0.3,1,1
00:03.900,0.506068003954113,0,0,0.3,1,1
00:03.910,0.507813333206107,0,0,0.3,1,1
00:03.920,0.509558662458102,0,0,0.3,1,1
00:03.930,0.511303991710096,0,0,0.3,1,1
00:03.940,0.51304932096209,0,0,0.3,1,1
00:03.950,0.514794650214085,0,0,0.3,1,1
00:03.960,0.516539979466079,0,0,0.3,1,1
00:03.970,0.518285308718073,0,0,0.3,1,1
00:03.980,0.520030637970068,0,0,0.3,1,1
00:03.990,0.521775967222062,0,0,0.3,1,1
00:04.000,0.523521296474056,0,0,0.3,1,1
00:04.010,0.525266625726051,0,0,0.3,1,1
00:04.020,0.52716691322653,0,0,0.3,1,1
00:04.030,0.528912242478525,0,0,0.3,1,1
00:04.040,0.530502613482033,0,0,0.3,1,1
00:04.050,0.532247942734028,0,0,0.3,1,1
00:04.060,0.534148230234508,0,0,0.3,1,1
00:04.070,0.535893559486502,0,0,0.3,1,1
00:04.080,0.537483930490011,0,0,0.3,1,1
00:04.090,0.539229259742005,0,0,0.3,1,1
00:04.100,0.540974588994,0,0,0.3,1,1
00:04.110,0.542719918245994,0,0,0.3,1,1
00:04.120,0.544465247497988,0,0,0.3,1,1
00:04.130,0.546210576749983,0,0,0.3,1,1
00:04.140,0.547955906001977,0,0,0.3,1,1
00:04.150,0.549701235253971,0,0,0.3,1,1
00:04.160,0.551446564505966,0,0,0.3,1,1
00:04.170,0.55319189375796,0,0,0.3,1,1
00:04.180,0.554937223009954,0,0,0.3,1,1
00:04.190,0.556682552261949,0,0,0.3,1,1
00:04.200,0.558427881513943,0,0,0.3,1,1
00:04.210,0.560173210765937,0,0,0.3,1,1
00:04.220,0.561918540017932,0,0,0.3,1,1
00:04.230,0.563663869269926,0,0,0.3,1,1
00:04.240,0.56540919852192,0,0,0.3,1,1
00:04.250,0.567154527773914,0,0,0.3,1,1
00:04.260,0.568899857025909,0,0,0.3,1,1
00:04.270,0.570800144526389,0,0,0.3,1,1
00:04.280,0.572390515529897,0,0,0.3,1,1
00:04.290,0.574135844781892,0,0,0.3,1,1
00:04.300,0.575881174033886,0,0,0.3,1,1
00:04.310,0.577781461534366,0,0,0.3,1,1
00:04.320,0.579371832537875,0,0,0.3,1,1
00:04.330,0.581117161789869,0,0,0.3,1,1
00:04.340,0.582862491041863,0,0,0.3,1,1
00:04.350,0.584762778542343,0,0,0.3,1,1
00:04.360,0.586353149545852,0,0,0.3,1,1
00:04.370,0.588098478797846,0,0,0.3,1,1
00:04.380,0.589843808049841,0,0,0.3,1,1
00:04.390,0.591589137301835,0,0,0.3,1,1
00:04.400,0.593334466553829,0,0,0.3,1,1
00:04.410,0.595079795805824,0,0,0.3,1,1
00:04.420,0.596825125057818,0,0,0.3,1,1
00:04.430,0.598570454309812,0,0,0.3,1,1
00:04.440,0.600315783561807,0,0,0.3,1,1
00:04.450,0.602061112813801,0,0,0.3,1,1
00:04.460,0.603806442065795,0,0,0.3,1,1
00:04.470,0.60555177131779,0,0,0.3,1,1
00:04.480,0.607297100569784,0,0,0.3,1,1
00:04.490,0.609042429821778,0,0,0.3,1,1
00:04.500,0.610787759073773,0,0,0.3,1,1
00:04.510,0.612533088325767,0,0,0.3,1,1
00:04.520,0.614433375826247,0,0,0.3,1,1
00:04.530,0.616023746829756,0,0,0.3,1,1
00:04.540,0.61776907608175,0,0,0.3,1,1
00:04.550,0.619514405333744,0,0,0.3,1,1
00:04.560,0.621414692834224,0,0,0.3,1,1
00:04.570,0.623005063837733,0,0,0.3,1,1
00:04.580,0.624750393089727,0,0,0.3,1,1
00:04.590,0.626495722341722,0,0,0.3,1,1
00:04.600,0.628396009842201,0,0,0.3,1,1
00:04.610,0.62998638084571,0,0,0.3,1,1
00:04.620,0.631731710097705,0,0,0.3,1,1
00:04.630,0.633477039349699,0,0,0.3,1,1
00:04.640,0.635222368601693,0,0,0.3,1,1
00:04.650,0.636967697853687,0,0,0.3,1,1
00:04.660,0.638713027105682,0,0,0.3,1,1
00:04.670,0.640458356357676,0,0,0.3,1,1
00:04.680,0.642203685609671,0,0,0.3,1,1
00:04.690,0.643949014861665,0,0,0.3,1,1
00:04.700,0.645694344113659,0,0,0.3,1,1
00:04.710,0.647439673365654,0,0,0.3,1,1
00:04.720,0.649185002617648,0,0,0.3,1,1
00:04.730,0.650930331869642,0,0,0.3,1,1
00:04.740,0.652675661121637,0,0,0.3,1,1
00:04.750,0.654420990373631,0,0,0.3,1,1
00:04.760,0.656166319625625,0,0,0.3,1,1
00:04.770,0.658066607126105,0,0,0.3,1,1
00:04.780,0.659656978129614,0,0,0.3,1,1
00:04.790,0.661402307381608,0,0,0.3,1,1
00:04.800,0.663147636633603,0,0,0.3,1,1
00:04.810,0.665047924134082,0,0,0.3,1,1
00:04.820,0.666638295137591,0,0,0.3,1,1
00:04.830,0.668383624389586,0,0,0.3,1,1
00:04.840,0.67012895364158,0,0,0.3,1,1
00:04.850,0.67202924114206,0,0,0.3,1,1
00:04.860,0.673619612145569,0,0,0.3,1,1
00:04.870,0.675364941397563,0,0,0.3,1,1
00:04.880,0.677110270649557,0,0,0.3,1,1
00:04.890,0.678855599901552,0,0,0.3,1,1
00:04.900,0.680600929153546,0,0,0.3,1,1
00:04.910,0.68234625840554,0,0,0.3,1,1
00:04.920,0.684091587657534,0,0,0.3,1,1
00:04.930,0.685836916909529,0,0,0.3,1,1
00:04.940,0.687582246161523,0,0,0.3,1,1
00:04.950,0.689327575413517,0,0,0.3,1,1
00:04.960,0.691072904665512,0,0,0.3,1,1
00:04.970,0.692818233917506,0,0,0.3,1,1
00:04.980,0.694563563169501,0,0,0.3,1,1
00:04.990,0.696308892421495,0,0,0.3,1,1
00:05.000,0.698054221673489,0,0,0.3,1,1
00:05.010,0.699799550925484,0,0,0.3,1,1
00:05.020,0.701699838425963,0,0,0.3,1,1
00:05.030,0.703290209429472,0,0,0.3,1,1
00:05.040,0.705035538681467,0,0,0.3,1,1
00:05.050,0.706780867933461,0,0,0.3,1,1
00:05.060,0.708681155433941,0,0,0.3,1,1
00:05.070,0.71027152643745,0,0,0.3,1,1
00:05.080,0.712016855689444,0,0,0.3,1,1
00:05.090,0.713762184941438,0,0,0.3,1,1
00:05.100,0.715662472441918,0,0,0.3,1,1
00:05.110,0.717252843445427,0,0,0.3,1,1
00:05.120,0.718998172697421,0,0,0.3,1,1
00:05.130,0.720743501949415,0,0,0.3,1,1
00:05.140,0.72248883120141,0,0,0.3,1,1
00:05.150,0.724234160453404,0,0,0.3,1,1
00:05.160,0.725979489705398,0,0,0.3,1,1
00:05.170,0.727724818957393,0,0,0.3,1,1
00:05.180,0.729470148209387,0,0,0.3,1,1
00:05.190,0.731215477461381,0,0,0.3,1,1
00:05.200,0.732960806713376,0,0,0.3,1,1
00:05.210,0.73470613596537,0,0,0.3,1,1
00:05.220,0.736451465217364,0,0,0.3,1,1
00:05.230,0.738196794469359,0,0,0.3,1,1
00:05.240,0.739942123721353,0,0,0.3,1,1
00:05.250,0.741687452973347,0,0,0.3,1,1
00:05.260,0.743432782225342,0,0,0.3,1,1
00:05.270,0.745333069725822,0,0,0.3,1,1
00:05.280,0.74692344072933,0,0,0.3,1,1
00:05.290,0.748668769981325,0,0,0.3,1,1
00:05.300,0.750414099233319,0,0,0.3,1,1
00:05.310,0.752314386733799,0,0,0.3,1,1
00:05.320,0.753904757737308,0,0,0.3,1,1
00:05.330,0.755650086989302,0,0,0.3,1,1
00:05.340,0.757395416241297,0,0,0.3,1,1
00:05.350,0.759295703741776,0,0,0.3,1,1
00:05.360,0.760886074745285,0,0,0.3,1,1
00:05.370,0.762631403997279,0,0,0.3,1,1
00:05.380,0.764376733249274,0,0,0.3,1,1
00:05.390,0.766122062501268,0,0,0.3,1,1
00:05.400,0.767867391753262,0,0,0.3,1,1
00:05.410,0.769612721005257,0,0,0.3,1,1
00:05.420,0.771358050257251,0,0,0.3,1,1
00:05.430,0.773103379509245,0,0,0.3,1,1
00:05.440,0.77484870876124,0,0,0.3,1,1
00:05.450,0.776594038013234,0,0,0.3,1,1
00:05.460,0.778339367265228,0,0,0.3,1,1
00:05.470,0.780084696517223,0,0,0.3,1,1
00:05.480,0.781830025769217,0,0,0.3,1,1
00:05.490,0.783575355021211,0,0,0.3,1,1
00:05.500,0.785320684273205,0,0,0.3,1,1
00:05.510,0.7870660135252,0,0,0.3,1,1
00:05.520,0.78896630102568,0,0,0.3,1,1
00:05.530,0.790556672029189,0,0,0.3,1,1
00:05.540,0.792302001281183,0,0,0.3,1,1
00:05.550,0.794047330533177,0,0,0.3,1,1
00:05.560,0.795947618033657,0,0,0.3,1,1
00:05.570,0.797537989037166,0,0,0.3,1,1
